00822,17.734211,-64.734694,CHRISTIANSTED,VI,SAINT CROIX
00823,17.734211,-64.734694,CHRISTIANSTED,VI,SAINT CROIX
00824,17.734211,-64.734694,CHRISTIANSTED,VI,SAINT CROIX
00840,17.734211,-64.734694,FREDERIKSTED,VI,SAINT CROIX
00841,17.734211,-64.734694,FREDERIKSTED,VI,SAINT CROIX
00850,17.734211,-64.734694,KINGSHILL,VI,SAINT CROIX
00851,17.734211,-64.734694,KINGSHILL,VI,SAINT CROIX
00714,17.96751,-66.04138,ARROYO,PR,ARROYO
00647,17.969594,-66.939754,ENSENADA,PR,GUANICA
00653,17.972468,-66.898661,GUANICA,PR,GUANICA
00757,17.991233,-66.395543,SANTA ISABEL,PR,SANTA ISABEL
00704,17.99229,-66.139253,AGUIRRE,PR,GUAYAMA
00784,17.99229,-66.139253,GUAYAMA,PR,GUAYAMA
00795,17.997367,-66.493218,JUANA DIAZ,PR,JUANA DIAZ
00751,17.99852,-66.264825,SALINAS,PR,SALINAS
00622,17.998531,-67.187318,BOQUERON,PR,CABO ROJO
00734,17.999499,-66.643934,PONCE,PR,PONCE
00716,18.001995,-66.607429,PONCE,PR,PONCE
00717,18.001995,-66.607429,PONCE,PR,PONCE
00728,18.001995,-66.607429,PONCE,PR,PONCE
00730,18.001995,-66.607429,PONCE,PR,PONCE
00780,18.001995,-66.607429,COTO LAUREL,PR,PONCE
00707,18.007014,-65.898719,MAUNABO,PR,MAUNABO
00723,18.009994,-66.010572,PATILLAS,PR,PATILLAS
00715,18.011854,-66.563721,MERCEDITA,PR,PONCE
00667,18.015099,-67.055973,LAJAS,PR,LAJAS
00785,18.018822,-66.795603,GUAYAMA,PR,GUAYANILLA
00733,18.019331,-66.619165,PONCE,PR,PONCE
00732,18.021781,-66.613742,PONCE,PR,PONCE
00656,18.02328,-66.786909,GUAYANILLA,PR,GUAYANILLA
00624,18.023535,-66.726156,PENUELAS,PR,PENUELAS
00731,18.03831,-66.626344,PONCE,PR,PONCE
00767,18.045522,-65.886988,YABUCOA,PR,YABUCOA
00698,18.06104,-66.861164,YAUCO,PR,YAUCO
00623,18.062201,-67.149541,CABO ROJO,PR,CABO ROJO
00637,18.087322,-66.934911,SABANA GRANDE,PR,SABANA GRANDE
00769,18.095992,-66.35081,COAMO,PR,COAMO
00736,18.102967,-66.139274,CAYEY,PR,CAYEY
00737,18.102967,-66.139274,CAYEY,PR,CAYEY
00636,18.113284,-67.039706,ROSARIO,PR,SAN GERMAN
00683,18.113284,-67.039706,SAN GERMAN,PR,SAN GERMAN
00766,18.120519,-66.496607,VILLALBA,PR,VILLALBA
00765,18.123347,-65.460356,VIEQUES,PR,VIEQUES
00705,18.128092,-66.268717,AIBONITO,PR,AIBONITO
00786,18.128092,-66.268717,LA PLATA,PR,AIBONITO
00791,18.138029,-65.788499,HUMACAO,PR,HUMACAO
00792,18.138029,-65.788499,HUMACAO,PR,HUMACAO
00660,18.145486,-67.135323,HORMIGUEROS,PR,HORMIGUEROS
00741,18.162156,-65.753485,PUNTA SANTIAGO,PR,HUMACAO
00601,18.165273,-66.722583,ADJUNTAS,PR,ADJUNTAS
00606,18.172947,-66.944111,MARICAO,PR,MARICAO
00739,18.181469,-66.169519,CIDRA,PR,CIDRA
00754,18.187584,-65.962389,SAN LORENZO,PR,SAN LORENZO
00771,18.196576,-65.87197,LAS PIEDRAS,PR,LAS PIEDRAS
00794,18.200898,-66.307236,BARRANQUITAS,PR,BARRANQUITAS
00744,18.206329,-65.743058,RIO BLANCO,PR,NAGUABO
00777,18.206489,-65.901774,JUNCOS,PR,JUNCOS
00725,18.212965,-66.058033,CAGUAS,PR,CAGUAS
00726,18.212965,-66.058033,CAGUAS,PR,CAGUAS
00727,18.212965,-66.058033,CAGUAS,PR,CAGUAS
00664,18.217606,-66.598306,JAYUYA,PR,JAYUYA
00680,18.219023,-67.508068,MAYAGUEZ,PR,MAYAGUEZ
00681,18.219023,-67.508068,MAYAGUEZ,PR,MAYAGUEZ
00682,18.219023,-67.508068,MAYAGUEZ,PR,MAYAGUEZ
00718,18.22139,-65.77831,NAGUABO,PR,NAGUABO
00782,18.224958,-66.219885,COMERIO,PR,COMERIO
00720,18.226862,-66.39402,OROCOVIS,PR,OROCOVIS
00641,18.250027,-66.698957,UTUADO,PR,UTUADO
00703,18.250398,-66.12845,AGUAS BUENAS,PR,AGUAS BUENAS
00670,18.252135,-66.990967,LAS MARIAS,PR,LAS MARIAS
00778,18.259092,-65.974641,GURABO,PR,GURABO
00735,18.264872,-65.594769,CEIBA,PR,CEIBA
00742,18.264872,-65.594769,ROOSEVELT ROADS,PR,CEIBA
00631,18.269187,-66.864993,CASTANER,PR,LARES
00611,18.279531,-66.80217,ANGELES,PR,UTUADO
00610,18.288685,-67.139696,ANASCO,PR,ANASCO
00669,18.295952,-66.881925,LARES,PR,LARES
00719,18.298017,-66.229751,NARANJITO,PR,NARANJITO
00783,18.304369,-66.330525,COROZAL,PR,COROZAL
00971,18.30942,-66.113606,GUAYNABO,PR,GUAYNABO
00687,18.316976,-66.415207,MOROVIS,PR,MOROVIS
00801,18.322285,-64.963715,ST THOMAS,VI,SAINT THOMAS
00802,18.322285,-64.963715,ST THOMAS,VI,SAINT THOMAS
00803,18.322285,-64.963715,ST THOMAS,VI,SAINT THOMAS
00804,18.322285,-64.963715,ST THOMAS,VI,SAINT THOMAS
00805,18.322285,-64.963715,ST THOMAS,VI,SAINT THOMAS
00685,18.3236,-66.972227,SAN SEBASTIAN,PR,SAN SEBASTIAN
00775,18.323736,-65.296467,CULEBRA,PR,CULEBRA
00956,18.326702,-66.174176,BAYAMON,PR,BAYAMON
00830,18.32816,-64.740737,ST JOHN,VI,SAINT JOHN
00831,18.32816,-64.740737,ST JOHN,VI,SAINT JOHN
00740,18.331958,-65.63878,PUERTO REAL,PR,FAJARDO
00729,18.333093,-65.883864,CANOVANAS,PR,CANOVANAS
00677,18.335781,-67.252547,RINCON,PR,RINCON
00638,18.33616,-66.472087,CIALES,PR,CIALES
00977,18.337004,-65.990099,TRUJILLO ALTO,PR,TRUJILLO ALTO
00978,18.337004,-65.990099,SAINT JUST CONTRACT,PR,TRUJILLO ALTO
00976,18.338133,-65.989229,TRUJILLO ALTO,PR,TRUJILLO ALTO
00934,18.34487,-66.166014,FORT BUCHANAN,PR,BAYAMON
00958,18.34487,-66.166014,BAYAMON,PR,BAYAMON
00960,18.34487,-66.166014,BAYAMON,PR,BAYAMON
00985,18.345741,-65.93888,CAROLINA,PR,CAROLINA
00953,18.356795,-66.25701,TOA ALTA,PR,TOA ALTA
00954,18.358939,-66.258108,TOA ALTA,PR,TOA ALTA
00970,18.359143,-66.112295,GUAYNABO,PR,GUAYNABO
00738,18.359381,-65.611361,FAJARDO,PR,FAJARDO
00650,18.360125,-66.562311,FLORIDA,PR,FLORIDA
00969,18.362322,-66.113729,GUAYNABO,PR,GUAYNABO
00721,18.364161,-65.778288,PALMER,PR,RIO GRANDE
00773,18.366027,-65.708138,LUQUILLO,PR,LUQUILLO
00957,18.366645,-66.183907,BAYAMON,PR,BAYAMON
00745,18.367347,-65.816583,RIO GRANDE,PR,RIO GRANDE
00926,18.369376,-66.062804,SAN JUAN,PR,SAN JUAN
00987,18.373466,-65.959932,CAROLINA,PR,CAROLINA
00676,18.383727,-67.080799,MOCA,PR,MOCA
00927,18.385174,-66.071959,SAN JUAN,PR,SAN JUAN
00959,18.387058,-66.159044,BAYAMON,PR,BAYAMON
00921,18.390429,-66.066124,SAN JUAN,PR,SAN JUAN
00602,18.393103,-67.180953,AGUADA,PR,AGUADA
00984,18.393355,-65.972495,CAROLINA,PR,CAROLINA
00986,18.393355,-65.972495,CAROLINA,PR,CAROLINA
00988,18.393355,-65.972495,CAROLINA,PR,CAROLINA
00924,18.396392,-66.01146,SAN JUAN,PR,SAN JUAN
00966,18.396815,-66.114889,GUAYNABO,PR,GUAYNABO
00925,18.401055,-66.049773,SAN JUAN,PR,SAN JUAN
00920,18.406808,-66.091885,SAN JUAN,PR,SAN JUAN
00902,18.410462,-66.060533,SAN JUAN,PR,SAN JUAN
00906,18.410462,-66.060533,SAN JUAN,PR,SAN JUAN
00908,18.410462,-66.060533,SAN JUAN,PR,SAN JUAN
00910,18.410462,-66.060533,SAN JUAN,PR,SAN JUAN
00914,18.410462,-66.060533,SAN JUAN,PR,SAN JUAN
00916,18.410462,-66.060533,SAN JUAN,PR,SAN JUAN
00919,18.410462,-66.060533,SAN JUAN,PR,SAN JUAN
00922,18.410462,-66.060533,SAN JUAN,PR,SAN JUAN
00928,18.410462,-66.060533,SAN JUAN,PR,SAN JUAN
00929,18.410462,-66.060533,SAN JUAN,PR,SAN JUAN
00930,18.410462,-66.060533,SAN JUAN,PR,SAN JUAN
00931,18.410462,-66.060533,SAN JUAN,PR,SAN JUAN
00933,18.410462,-66.060533,SAN JUAN,PR,SAN JUAN
00935,18.410462,-66.060533,SAN JUAN,PR,SAN JUAN
00936,18.410462,-66.060533,SAN JUAN,PR,SAN JUAN
00937,18.410462,-66.060533,SAN JUAN,PR,SAN JUAN
00938,18.410462,-66.060533,SAN JUAN,PR,SAN JUAN
00939,18.410462,-66.060533,SAN JUAN,PR,SAN JUAN
00940,18.410462,-66.060533,SAN JUAN,PR,SAN JUAN
00955,18.410462,-66.060533,SAN JUAN,PR,SAN JUAN
00968,18.410462,-66.060533,GUAYNABO,PR,SAN JUAN
00975,18.410462,-66.060533,SAN JUAN,PR,SAN JUAN
00979,18.410462,-66.060533,CAROLINA,PR,SAN JUAN
00981,18.410462,-66.060533,CAROLINA,PR,SAN JUAN
00982,18.410462,-66.060533,CAROLINA,PR,SAN JUAN
00923,18.410775,-66.036708,SAN JUAN,PR,SAN JUAN
00961,18.413195,-66.168651,BAYAMON,PR,BAYAMON
00983,18.413452,-65.977659,CAROLINA,PR,CAROLINA
00918,18.419069,-66.062319,SAN JUAN,PR,SAN JUAN
00917,18.422018,-66.050602,SAN JUAN,PR,SAN JUAN
00965,18.428784,-66.11539,GUAYNABO,PR,GUAYNABO
00614,18.429675,-66.674506,ARECIBO,PR,ARECIBO
00688,18.429675,-66.674506,SABANA HOYOS,PR,ARECIBO
00949,18.431911,-66.199692,TOA BAJA,PR,TOA BAJA
00692,18.435818,-66.338523,VEGA ALTA,PR,VEGA ALTA
00646,18.43606,-66.281954,DORADO,PR,DORADO
00962,18.437644,-66.140407,CATANO,PR,CATANO
00915,18.437896,-66.048087,SAN JUAN,PR,SAN JUAN
00693,18.443109,-66.398302,VEGA BAJA,PR,VEGA BAJA
00694,18.443109,-66.398302,VEGA BAJA,PR,VEGA BAJA
00963,18.443217,-66.139293,CATANO,PR,CATANO
00909,18.443384,-66.068133,SAN JUAN,PR,SAN JUAN
00912,18.444187,-66.059859,SAN JUAN,PR,SAN JUAN
00616,18.444792,-66.640678,BAJADERO,PR,ARECIBO
00674,18.44553,-66.490268,MANATI,PR,MANATI
00617,18.447092,-66.544255,BARCELONETA,PR,BARCELONETA
00772,18.447406,-65.899357,LOIZA,PR,LOIZA
00612,18.450674,-66.698262,ARECIBO,PR,ARECIBO
00913,18.450735,-66.043352,SAN JUAN,PR,SAN JUAN
00911,18.450828,-66.057859,SAN JUAN,PR,SAN JUAN
00907,18.451647,-66.077003,SAN JUAN,PR,SAN JUAN
00678,18.45303,-66.933689,QUEBRADILLAS,PR,QUEBRADILLAS
00603,18.455913,-67.14578,AGUADILLA,PR,AGUADILLA
00652,18.457254,-66.603358,GARROCHALES,PR,ARECIBO
00950,18.457761,-66.196503,TOA BAJA,PR,TOA BAJA
00951,18.457761,-66.196503,TOA BAJA,PR,TOA BAJA
00952,18.457761,-66.196503,SABANA SECA,PR,TOA BAJA
00613,18.458093,-66.732732,ARECIBO,PR,ARECIBO
00605,18.465162,-67.141486,AGUADILLA,PR,AGUADILLA
00901,18.465901,-66.103568,SAN JUAN,PR,SAN JUAN
00690,18.476196,-67.139597,SAN ANTONIO,PR,AGUADILLA
00627,18.477891,-66.85477,CAMUY,PR,CAMUY
00662,18.480285,-67.028155,ISABELA,PR,ISABELA
00659,18.481391,-66.808696,HATILLO,PR,HATILLO
00604,18.49352,-67.135883,AGUADILLA,PR,AGUADILLA
96772,19.052137,-155.622528,NAALEHU,HI,HAWAII
96737,19.100167,-155.725803,OCEAN VIEW,HI,HAWAII
96704,19.269226,-155.757929,CAPTAIN COOK,HI,HAWAII
96726,19.278298,-155.845329,HONAUNAU,HI,HAWAII
96750,19.343913,-155.874923,KEALAKEKUA,HI,HAWAII
96778,19.390023,-155.152268,PAHOA,HI,HAWAII
96785,19.440523,-155.250569,VOLCANO,HI,HAWAII
96771,19.534945,-155.125657,MOUNTAIN VIEW,HI,HAWAII
96720,19.564519,-155.26203,HILO,HI,HAWAII
96760,19.569277,-155.034859,KURTISTOWN,HI,HAWAII
96749,19.581873,-155.032104,KEAAU,HI,HAWAII
96718,19.593456,-155.438015,HAWAII NATIONAL PARK,HI,HAWAII
96721,19.593456,-155.438015,HILO,HI,HAWAII
96728,19.593456,-155.438015,HONOMU,HI,HAWAII
96739,19.593456,-155.438015,KEAUHOU,HI,HAWAII
96745,19.593456,-155.438015,KAILUA KONA,HI,HAWAII
96775,19.593456,-155.438015,PAAUHAU,HI,HAWAII
96777,19.593456,-155.438015,PAHALA,HI,HAWAII
96725,19.618904,-155.948308,HOLUALOA,HI,HAWAII
96740,19.674123,-155.936565,KAILUA KONA,HI,HAWAII
96781,19.798878,-155.116093,PAPAIKOU,HI,HAWAII
96783,19.819475,-155.106308,PEPEEKEO,HI,HAWAII
96743,19.887872,-155.751907,KAMUELA,HI,HAWAII
96710,19.911689,-155.148483,HAKALAU,HI,HAWAII
96773,19.935047,-155.166821,NINOLE,HI,HAWAII
96780,19.964138,-155.201267,PAPAALOA,HI,HAWAII
96738,19.972371,-155.817987,WAIKOLOA,HI,HAWAII
96764,19.985166,-155.248429,LAUPAHOEHOE,HI,HAWAII
96774,20.01506,-155.280974,OOKALA,HI,HAWAII
96776,20.035356,-155.377961,PAAUILO,HI,HAWAII
96727,20.079156,-155.507938,HONOKAA,HI,HAWAII
96719,20.222737,-155.818291,HAWI,HI,HAWAII
96755,20.226101,-155.776957,KAPAAU,HI,HAWAII
96753,20.723542,-156.469915,KIHEI,HI,MAUI
96713,20.725172,-156.02293,HANA,HI,MAUI
96790,20.753763,-156.329499,KULA,HI,MAUI
96763,20.812854,-156.95283,LANAI CITY,HI,MAUI
96768,20.832664,-156.320242,MAKAWAO,HI,MAUI
96708,20.849675,-156.165622,HAIKU,HI,MAUI
96788,20.855864,-156.325923,PUKALANI,HI,MAUI
96732,20.859244,-156.259166,KAHULUI,HI,MAUI
96733,20.866638,-156.646667,KAHULUI,HI,MAUI
96742,20.866638,-156.646667,KALAUPAPA,HI,MAUI
96767,20.866638,-156.646667,LAHAINA,HI,MAUI
96784,20.866638,-156.646667,PUUNENE,HI,MAUI
96793,20.901536,-156.566493,WAILUKU,HI,MAUI
96779,20.904275,-156.373506,PAIA,HI,MAUI
96761,20.919823,-156.717614,LAHAINA,HI,MAUI
96748,21.092266,-157.012533,KAUNAKAKAI,HI,MAUI
96757,21.16101,-157.02544,KUALAPUU,HI,MAUI
96729,21.163056,-157.0766,HOOLEHUA,HI,MAUI
96770,21.176357,-157.257157,MAUNALOA,HI,MAUI
96862,21.319,-158.0749,BARBERS POINT,HI,HONOLULU
96707,21.341784,-158.091383,KAPOLEI,HI,HONOLULU
96706,21.34455,-158.01395,EWA BEACH,HI,HONOLULU
96818,21.347951,-157.93965,HONOLULU,HI,HONOLULU
96819,21.373179,-157.901979,HONOLULU,HI,HONOLULU
96701,21.39065,-157.927829,AIEA,HI,HONOLULU
96797,21.399548,-158.015151,WAIPAHU,HI,HONOLULU
96792,21.437389,-158.181356,WAIANAE,HI,HONOLULU
96789,21.458855,-158.012322,MILILANI,HI,HONOLULU
96759,21.463,-158.06385,KUNIA,HI,HONOLULU
96782,21.51195,-157.994662,PEARL CITY,HI,HONOLULU
96786,21.5324,-158.047735,WAHIAWA,HI,HONOLULU
96791,21.55325,-158.163415,WAIALUA,HI,HONOLULU
96717,21.583507,-157.882511,HAUULA,HI,HONOLULU
96730,21.585127,-157.883316,KAAAWA,HI,HONOLULU
96734,21.595644,-158.039121,KAILUA,HI,HONOLULU
96762,21.61095,-157.90205,LAIE,HI,HONOLULU
96731,21.6277,-157.935304,KAHUKU,HI,HONOLULU
96712,21.63185,-158.03645,HALEIWA,HI,HONOLULU
96817,21.65098,-157.922303,HONOLULU,HI,HONOLULU
96744,21.66875,-157.93955,KANEOHE,HI,HONOLULU
96825,21.670926,-157.940731,HONOLULU,HI,HONOLULU
96822,21.67115,-157.94085,HONOLULU,HI,HONOLULU
96741,21.925909,-159.530254,KALAHEO,HI,KAUAI
96765,21.930922,-159.499342,LAWAI,HI,KAUAI
96705,21.937654,-159.645162,ELEELE,HI,KAUAI
96747,21.945428,-159.921351,KAUMAKANI,HI,KAUAI
96769,21.945428,-159.921351,MAKAWELI,HI,KAUAI
96796,21.966709,-159.686193,WAIMEA,HI,KAUAI
96752,21.971285,-159.713792,KEKAHA,HI,KAUAI
96715,21.979991,-159.512392,HANAMAULU,HI,KAUAI
96716,22.020489,-159.617765,HANAPEPE,HI,KAUAI
96756,22.028379,-159.432992,KOLOA,HI,KAUAI
96703,22.055787,-159.454519,ANAHOLA,HI,KAUAI
96766,22.070553,-159.430328,LIHUE,HI,KAUAI
96746,22.074197,-159.406197,KAPAA,HI,KAUAI
96751,22.105955,-159.308471,KEALIA,HI,KAUAI
96754,22.207314,-159.395386,KILAUEA,HI,KAUAI
96714,22.213592,-159.482796,HANALEI,HI,KAUAI
96722,22.219231,-159.486562,PRINCEVILLE,HI,KAUAI
96709,23.573339,-164.701172,KAPOLEI,HI,HONOLULU
33040,24.655692,-81.382372,KEY WEST,FL,MONROE
33044,24.664649,-81.565319,SUGARLOAF SHORES,FL,MONROE
33043,24.687493,-81.249423,BIG PINE KEY,FL,MONROE
33050,24.687724,-81.294685,MARATHON,FL,MONROE
33052,24.723283,-81.063249,MARATHON SHORES,FL,MONROE
33051,24.72339,-81.020281,KEY COLONY BEACH,FL,MONROE
33001,24.83059,-80.804872,LONG KEY,FL,MONROE
96795,24.859832,-168.021815,WAIMANALO,HI,HONOLULU
96801,24.859832,-168.021815,HONOLULU,HI,HONOLULU
96802,24.859832,-168.021815,HONOLULU,HI,HONOLULU
96803,24.859832,-168.021815,HONOLULU,HI,HONOLULU
96804,24.859832,-168.021815,HONOLULU,HI,HONOLULU
96805,24.859832,-168.021815,HONOLULU,HI,HONOLULU
96806,24.859832,-168.021815,HONOLULU,HI,HONOLULU
96807,24.859832,-168.021815,HONOLULU,HI,HONOLULU
96808,24.859832,-168.021815,HONOLULU,HI,HONOLULU
96809,24.859832,-168.021815,HONOLULU,HI,HONOLULU
96810,24.859832,-168.021815,HONOLULU,HI,HONOLULU
96811,24.859832,-168.021815,HONOLULU,HI,HONOLULU
96812,24.859832,-168.021815,HONOLULU,HI,HONOLULU
96813,24.859832,-168.021815,HONOLULU,HI,HONOLULU
96814,24.859832,-168.021815,HONOLULU,HI,HONOLULU
96815,24.859832,-168.021815,HONOLULU,HI,HONOLULU
96816,24.859832,-168.021815,HONOLULU,HI,HONOLULU
96820,24.859832,-168.021815,HONOLULU,HI,HONOLULU
96821,24.859832,-168.021815,HONOLULU,HI,HONOLULU
96823,24.859832,-168.021815,HONOLULU,HI,HONOLULU
96824,24.859832,-168.021815,HONOLULU,HI,HONOLULU
96826,24.859832,-168.021815,HONOLULU,HI,HONOLULU
96827,24.859832,-168.021815,HONOLULU,HI,HONOLULU
96828,24.859832,-168.021815,HONOLULU,HI,HONOLULU
96830,24.859832,-168.021815,HONOLULU,HI,HONOLULU
96835,24.859832,-168.021815,HONOLULU,HI,HONOLULU
96836,24.859832,-168.021815,HONOLULU,HI,HONOLULU
96837,24.859832,-168.021815,HONOLULU,HI,HONOLULU
96838,24.859832,-168.021815,HONOLULU,HI,HONOLULU
96839,24.859832,-168.021815,HONOLULU,HI,HONOLULU
96840,24.859832,-168.021815,HONOLULU,HI,HONOLULU
96841,24.859832,-168.021815,HONOLULU,HI,HONOLULU
96842,24.859832,-168.021815,HONOLULU,HI,HONOLULU
96843,24.859832,-168.021815,HONOLULU,HI,HONOLULU
96844,24.859832,-168.021815,HONOLULU,HI,HONOLULU
96845,24.859832,-168.021815,HONOLULU,HI,HONOLULU
96846,24.859832,-168.021815,HONOLULU,HI,HONOLULU
96847,24.859832,-168.021815,HONOLULU,HI,HONOLULU
96848,24.859832,-168.021815,HONOLULU,HI,HONOLULU
96849,24.859832,-168.021815,HONOLULU,HI,HONOLULU
96850,24.859832,-168.021815,HONOLULU,HI,HONOLULU
96853,24.859832,-168.021815,HICKAM AFB,HI,HONOLULU
96854,24.859832,-168.021815,WHEELER ARMY AIRFIELD,HI,HONOLULU
96857,24.859832,-168.021815,SCHOFIELD BARRACKS,HI,HONOLULU
96858,24.859832,-168.021815,FORT SHAFTER,HI,HONOLULU
96859,24.859832,-168.021815,TRIPLER ARMY MEDICAL CTR,HI,HONOLULU
96860,24.859832,-168.021815,PEARL HARBOR,HI,HONOLULU
96861,24.859832,-168.021815,CAMP H M SMITH,HI,HONOLULU
96863,24.859832,-168.021815,M C B H KANEOHE BAY,HI,HONOLULU
96898,24.859832,-168.021815,WAKE ISLAND,HI,HONOLULU
33042,24.860066,-81.003803,SUMMERLAND KEY,FL,MONROE
33036,24.90169,-80.682667,ISLAMORADA,FL,MONROE
33070,24.925108,-80.713465,TAVERNIER,FL,MONROE
33037,24.963509,-80.961294,KEY LARGO,FL,MONROE
33041,25.100957,-81.568862,KEY WEST,FL,MONROE
33045,25.100957,-81.568862,KEY WEST,FL,MONROE
33002,25.558428,-80.458168,HIALEAH,FL,MIAMI-DADE
33011,25.558428,-80.458168,HIALEAH,FL,MIAMI-DADE
33017,25.558428,-80.458168,HIALEAH,FL,MIAMI-DADE
33030,25.558428,-80.458168,HOMESTEAD,FL,MIAMI-DADE
33031,25.558428,-80.458168,HOMESTEAD,FL,MIAMI-DADE
33032,25.558428,-80.458168,HOMESTEAD,FL,MIAMI-DADE
33033,25.558428,-80.458168,HOMESTEAD,FL,MIAMI-DADE
33034,25.558428,-80.458168,HOMESTEAD,FL,MIAMI-DADE
33035,25.558428,-80.458168,HOMESTEAD,FL,MIAMI-DADE
33039,25.558428,-80.458168,HOMESTEAD,FL,MIAMI-DADE
33090,25.558428,-80.458168,HOMESTEAD,FL,MIAMI-DADE
33092,25.558428,-80.458168,HOMESTEAD,FL,MIAMI-DADE
33102,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
33107,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
33109,25.558428,-80.458168,MIAMI BEACH,FL,MIAMI-DADE
33111,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
33114,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
33116,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
33121,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
33124,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
33143,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
33146,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
33148,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
33155,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
33156,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
33157,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
33158,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
33159,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
33164,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
33170,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
33172,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
33173,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
33174,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
33175,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
33176,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
33177,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
33182,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
33183,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
33184,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
33185,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
33186,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
33187,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
33188,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
33189,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
33190,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
33192,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
33193,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
33194,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
33196,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
33197,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
33199,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
33231,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
33233,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
33234,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
33238,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
33239,25.558428,-80.458168,MIAMI BEACH,FL,MIAMI-DADE
33242,25.558428,-80.458168,MIAMI,FL,MIAMI-DADE
